filename	topic	identifier
corpus\leer007.txt	-1	leer007
corpus\leeu003.txt	0	leeu003
corpus\leeu013.txt	-1	leeu013
corpus\leeu015.txt	0	leeu015
corpus\leeu017.txt	0	leeu017
corpus\leeu020.txt	0	leeu020
corpus\leeu022.txt	-1	leeu022
corpus\leeu024.txt	0	leeu024
corpus\leeu039.txt	16	leeu039
corpus\leeu044.txt	-1	leeu044
corpus\leeu045.txt	1	leeu045
corpus\leeu053.txt	-1	leeu053
corpus\leeu157.txt	0	leeu157
corpus\leeu165.txt	-1	leeu165
corpus\leeu194.txt	0	leeu194
corpus\leez001.txt	-1	leez001
corpus\leff001.txt	0	leff001
corpus\left001.txt	0	left001
corpus\lehm001.txt	0	lehm001
corpus\lehn001.txt	-1	lehn001
corpus\lehn002.txt	4	lehn002
corpus\leig002.txt	1	leig002
corpus\leij003.txt	0	leij003
corpus\leij005.txt	-1	leij005
corpus\leik001.txt	2	leik001
corpus\leik002.txt	0	leik002
corpus\lekk002.txt	4	lekk002
corpus\lek_002.txt	-1	lek_002
corpus\leli001.txt	1	leli001
corpus\lels002.txt	0	lels002
corpus\lely005.txt	-1	lely005
corpus\lely019.txt	11	lely019
corpus\lema002.txt	0	lema002
corpus\lema010.txt	25	lema010
corpus\lema011.txt	21	lema011
corpus\lema014.txt	-1	lema014
corpus\lema022.txt	0	lema022
corpus\lemm009.txt	2	lemm009
corpus\lemm021.txt	-1	lemm021
corpus\lem_001.txt	-1	lem_001
corpus\lena002.txt	0	lena002
corpus\lena006.txt	26	lena006
corpus\lenn001.txt	0	lenn001
corpus\lenn005.txt	17	lenn005
corpus\lenn006.txt	-1	lenn006
corpus\lenn011.txt	-1	lenn011
corpus\lenn019.txt	6	lenn019
corpus\lenn022.txt	12	lenn022
corpus\lenn024.txt	37	lenn024
corpus\lenn028.txt	-1	lenn028
corpus\lenn039.txt	0	lenn039
corpus\lens002.txt	7	lens002
corpus\leon019.txt	0	leon019
corpus\leon031.txt	0	leon031
corpus\leon034.txt	0	leon034
corpus\leop004.txt	1	leop004
corpus\leop006.txt	0	leop006
corpus\leop008.txt	1	leop008
corpus\leop010.txt	0	leop010
corpus\leop012.txt	-1	leop012
corpus\lepe001.txt	2	lepe001
corpus\lepe002.txt	0	lepe002
corpus\lern003.txt	15	lern003
corpus\lero002.txt	0	lero002
corpus\lesm001.txt	-1	lesm001
corpus\less002.txt	1	less002
corpus\less009.txt	0	less009
corpus\lest002.txt	0	lest002
corpus\leup004.txt	4	leup004
corpus\leur003.txt	-1	leur003
corpus\leus003.txt	1	leus003
corpus\leuv003.txt	-1	leuv003
corpus\leuv005.txt	17	leuv005
corpus\leuv015.txt	2	leuv015
corpus\leva003.txt	-1	leva003
corpus\leva004.txt	-1	leva004
corpus\leve001.txt	3	leve001
corpus\levi015.txt	24	levi015
corpus\levi027.txt	11	levi027
corpus\levi028.txt	-1	levi028
corpus\levy003.txt	-1	levy003
corpus\leyd008.txt	24	leyd008
corpus\leyd010.txt	0	leyd010
corpus\leyd023.txt	11	leyd023
corpus\leyn006.txt	-1	leyn006
corpus\leys004.txt	3	leys004
corpus\leyt004.txt	0	leyt004
corpus\ley_009.txt	-1	ley_009
corpus\le_l001.txt	-1	le_l001
corpus\lhor001.txt	0	lhor001
corpus\liba002.txt	31	liba002
corpus\lich004.txt	1	lich004
corpus\lich018.txt	20	lich018
corpus\lidt004.txt	0	lidt004
corpus\lieb001.txt	2	lieb001
corpus\lied002.txt	0	lied002
corpus\lied004.txt	19	lied004
corpus\lief002.txt	1	lief002
corpus\lief021.txt	11	lief021
corpus\lief033.txt	0	lief033
corpus\lier003.txt	-1	lier003
corpus\lier005.txt	4	lier005
corpus\lier032.txt	-1	lier032
corpus\lier033.txt	-1	lier033
corpus\lies001.txt	0	lies001
corpus\lies009.txt	0	lies009
corpus\lies022.txt	0	lies022
corpus\liev001.txt	0	liev001
corpus\liev005.txt	-1	liev005
corpus\liev031.txt	-1	liev031
corpus\lie_002.txt	-1	lie_002
corpus\ligt003.txt	-1	ligt003
corpus\ligt004.txt	3	ligt004
corpus\ligt009.txt	5	ligt009
corpus\ligt010.txt	12	ligt010
corpus\limb005.txt	-1	limb005
corpus\limb012.txt	1	limb012
corpus\limb015.txt	2	limb015
corpus\limb018.txt	4	limb018
corpus\limb075.txt	-1	limb075
corpus\lina002.txt	2	lina002
corpus\lind003.txt	-1	lind003
corpus\lind006.txt	1	lind006
corpus\lind009.txt	-1	lind009
corpus\lind012.txt	0	lind012
corpus\lind028.txt	-1	lind028
corpus\lind034.txt	-1	lind034
corpus\lind039.txt	-1	lind039
corpus\lind048.txt	22	lind048
corpus\lind066.txt	-1	lind066
corpus\lind153.txt	-1	lind153
corpus\lind156.txt	2	lind156
corpus\lind199.txt	0	lind199
corpus\link004.txt	-1	link004
corpus\linm001.txt	1	linm001
corpus\linn003.txt	-1	linn003
corpus\linn006.txt	-1	linn006
corpus\lint007.txt	-1	lint007
corpus\lish001.txt	0	lish001
corpus\liss003.txt	0	liss003
corpus\list002.txt	0	list002
corpus\lith002.txt	4	lith002
corpus\lobe001.txt	13	lobe001
corpus\lobe003.txt	-1	lobe003
corpus\lobe017.txt	-1	lobe017
corpus\lobl001.txt	-1	lobl001
corpus\lobo003.txt	0	lobo003
corpus\lob_002.txt	-1	lob_002
corpus\loch003.txt	-1	loch003
corpus\loch004.txt	13	loch004
corpus\lock010.txt	2	lock010
corpus\lodd001.txt	-1	lodd001
corpus\lode001.txt	0	lode001
corpus\lode004.txt	33	lode004
corpus\lode006.txt	4	lode006
corpus\lode018.txt	-1	lode018
corpus\loeb002.txt	0	loeb002
corpus\loeb003.txt	-1	loeb003
corpus\loef001.txt	0	loef001
corpus\loen001.txt	7	loen001
corpus\loen004.txt	0	loen004
corpus\loen028.txt	0	loen028
corpus\loes002.txt	49	loes002
corpus\loey001.txt	-1	loey001
corpus\loff001.txt	-1	loff001
corpus\loff002.txt	0	loff002
corpus\loge001.txt	-1	loge001
corpus\loge003.txt	0	loge003
corpus\logg001.txt	18	logg001
corpus\logh007.txt	2	logh007
corpus\lohn001.txt	1	lohn001
corpus\loke008.txt	13	loke008
corpus\lokh001.txt	0	lokh001
corpus\loma003.txt	-1	loma003
corpus\loma006.txt	4	loma006
corpus\long003.txt	0	long003
corpus\long004.txt	0	long004
corpus\lonk001.txt	1	lonk001
corpus\loog001.txt	-1	loog001
corpus\loom005.txt	34	loom005
corpus\loon004.txt	17	loon004
corpus\loon017.txt	0	loon017
corpus\loop001.txt	-1	loop001
corpus\loos010.txt	1	loos010
corpus\loos013.txt	1	loos013
corpus\loos031.txt	2	loos031
corpus\loot011.txt	-1	loot011
corpus\looy001.txt	0	looy001
corpus\loo_013.txt	0	loo_013
corpus\lope004.txt	-1	lope004
corpus\lope015.txt	10	lope015
corpus\lope017.txt	2	lope017
corpus\lord001.txt	18	lord001
corpus\lore002.txt	8	lore002
corpus\lore012.txt	-1	lore012
corpus\lorr002.txt	-1	lorr002
corpus\lots001.txt	1	lots001
corpus\lots002.txt	-1	lots002
corpus\lous001.txt	0	lous001
corpus\lous002.txt	5	lous002
corpus\lout003.txt	4	lout003
corpus\louw001.txt	0	louw001
corpus\louw002.txt	1	louw002
corpus\love002.txt	-1	love002
corpus\loy_001.txt	0	loy_001
corpus\loy_004.txt	-1	loy_004
corpus\loza001.txt	10	loza001
corpus\lubb002.txt	3	lubb002
corpus\lubb008.txt	2	lubb008
corpus\lube002.txt	0	lube002
corpus\lubo001.txt	2	lubo001
corpus\luca006.txt	25	luca006
corpus\luca007.txt	0	luca007
corpus\luca012.txt	-1	luca012
corpus\luce001.txt	0	luce001
corpus\luge001.txt	-1	luge001
corpus\lugr001.txt	-1	lugr001
corpus\lugt006.txt	0	lugt006
corpus\luij006.txt	-1	luij006
corpus\lukk001.txt	-1	lukk001
corpus\lulo002.txt	0	lulo002
corpus\lume001.txt	0	lume001
corpus\lund001.txt	-1	lund001
corpus\luns003.txt	-1	luns003
corpus\luss003.txt	0	luss003
corpus\lutk002.txt	-1	lutk002
corpus\lutk003.txt	0	lutk003
corpus\lutt002.txt	-1	lutt002
corpus\lutz007.txt	-1	lutz007
corpus\lutz012.txt	18	lutz012
corpus\luxe001.txt	10	luxe001
corpus\luxe003.txt	-1	luxe003
corpus\luye001.txt	1	luye001
corpus\luyt023.txt	-1	luyt023
corpus\luza006.txt	-1	luza006
corpus\lu_x001.txt	0	lu_x001
corpus\lyse001.txt	0	lyse001
corpus\lyse002.txt	6	lyse002
corpus\maan003.txt	0	maan003
corpus\maan004.txt	-1	maan004
corpus\maan009.txt	-1	maan009
corpus\maan020.txt	28	maan020
corpus\maar004.txt	29	maar004
corpus\maar024.txt	-1	maar024
corpus\maas003.txt	2	maas003
corpus\maas005.txt	0	maas005
corpus\maas008.txt	-1	maas008
corpus\maas015.txt	51	maas015
corpus\maas024.txt	25	maas024
corpus\maas077.txt	-1	maas077
corpus\maat002.txt	-1	maat002
corpus\maca002.txt	-1	maca002
corpus\mach023.txt	0	mach023
corpus\mack006.txt	3	mack006
corpus\macl001.txt	0	macl001
corpus\macl007.txt	0	macl007
corpus\made001.txt	0	made001
corpus\mads002.txt	9	mads002
corpus\maer001.txt	-1	maer001
corpus\maer018.txt	1	maer018
corpus\maer020.txt	-1	maer020
corpus\maes007.txt	27	maes007
corpus\maes048.txt	-1	maes048
corpus\maes049.txt	0	maes049
corpus\maes061.txt	0	maes061
corpus\mage001.txt	0	mage001
corpus\maie001.txt	4	maie001
corpus\mair001.txt	-1	mair001
corpus\make001.txt	3	make001
corpus\mak_001.txt	-1	mak_001
corpus\mak_002.txt	-1	mak_002
corpus\mak_004.txt	-1	mak_004
corpus\mala003.txt	-1	mala003
corpus\mald015.txt	-1	mald015
corpus\male010.txt	-1	male010
corpus\malh001.txt	24	malh001
corpus\malh006.txt	1	malh006
corpus\malj001.txt	1	malj001
corpus\mals002.txt	0	mals002
corpus\malt003.txt	9	malt003
corpus\mand034.txt	0	mand034
corpus\mand041.txt	5	mand041
corpus\mane001.txt	0	mane001
corpus\mane004.txt	-1	mane004
corpus\mane008.txt	-1	mane008
corpus\mang001.txt	0	mang001
corpus\mang003.txt	-1	mang003
corpus\mank001.txt	-1	mank001
corpus\mann001.txt	1	mann001
corpus\mann003.txt	-1	mann003
corpus\mann004.txt	6	mann004
corpus\mann007.txt	16	mann007
corpus\manr002.txt	0	manr002
corpus\mans003.txt	3	mans003
corpus\mans005.txt	-1	mans005
corpus\mans007.txt	2	mans007
corpus\mans021.txt	-1	mans021
corpus\mans022.txt	6	mans022
corpus\mant006.txt	2	mant006
corpus\man_002.txt	0	man_002
corpus\man_008.txt	-1	man_008
corpus\man_037.txt	0	man_037
corpus\mara001.txt	0	mara001
corpus\marc083.txt	-1	marc083
corpus\mare006.txt	0	mare006
corpus\mare009.txt	21	mare009
corpus\mare012.txt	7	mare012
corpus\mare029.txt	2	mare029
corpus\mare037.txt	-1	mare037
corpus\mare046.txt	0	mare046
corpus\marg004.txt	2	marg004
corpus\marg005.txt	-1	marg005
corpus\marg006.txt	1	marg006
corpus\mari002.txt	0	mari002
corpus\mari008.txt	0	mari008
corpus\mari009.txt	0	mari009
corpus\mari015.txt	0	mari015
corpus\mari024.txt	-1	mari024
corpus\mari030.txt	30	mari030
corpus\marj001.txt	0	marj001
corpus\mark004.txt	-1	mark004
corpus\mark011.txt	-1	mark011
corpus\marl002.txt	-1	marl002
corpus\marl003.txt	0	marl003
corpus\marl022.txt	18	marl022
corpus\marl025.txt	-1	marl025
corpus\marl030.txt	0	marl030
corpus\marm003.txt	0	marm003
corpus\maro016.txt	0	maro016
corpus\marr003.txt	-1	marr003
corpus\mars002.txt	-1	mars002
corpus\mars005.txt	0	mars005
corpus\mars027.txt	18	mars027
corpus\mart003.txt	27	mart003
corpus\mart010.txt	0	mart010
corpus\mart036.txt	-1	mart036
corpus\mart039.txt	2	mart039
corpus\mart041.txt	3	mart041
corpus\marx001.txt	0	marx001
corpus\mary010.txt	0	mary010
corpus\mass026.txt	-1	mass026
corpus\mast011.txt	11	mast011
corpus\mast012.txt	33	mast012
corpus\masu006.txt	2	masu006
corpus\mate007.txt	-1	mate007
corpus\mate024.txt	0	mate024
corpus\math004.txt	-1	math004
corpus\mats001.txt	-1	mats001
corpus\matt004.txt	3	matt004
corpus\matt009.txt	0	matt009
corpus\matt016.txt	-1	matt016
corpus\matt083.txt	-1	matt083
corpus\matt090.txt	-1	matt090
corpus\maur001.txt	3	maur001
corpus\maur004.txt	0	maur004
corpus\maxi001.txt	7	maxi001
corpus\maye003.txt	-1	maye003
corpus\maye011.txt	-1	maye011
corpus\may_001.txt	0	may_001
corpus\may_014.txt	3	may_014
corpus\mazu007.txt	4	mazu007
corpus\mech001.txt	0	mech001
corpus\mech002.txt	-1	mech002
corpus\mede001.txt	14	mede001
corpus\meek001.txt	0	meek001
corpus\meek009.txt	4	meek009
corpus\meel008.txt	4	meel008
corpus\meer001.txt	0	meer001
corpus\meer005.txt	-1	meer005
corpus\meer035.txt	-1	meer035
corpus\meer036.txt	0	meer036
corpus\meer037.txt	7	meer037
corpus\meer058.txt	0	meer058
corpus\meer060.txt	0	meer060
corpus\meer138.txt	0	meer138
corpus\meer182.txt	1	meer182
corpus\meer206.txt	-1	meer206
corpus\meer244.txt	-1	meer244
corpus\mees009.txt	0	mees009
corpus\mees010.txt	1	mees010
corpus\mees018.txt	-1	mees018
corpus\mees019.txt	-1	mees019
corpus\mees020.txt	12	mees020
corpus\mees049.txt	-1	mees049
corpus\mees050.txt	5	mees050
corpus\mees051.txt	0	mees051
corpus\mees058.txt	0	mees058
corpus\meeu001.txt	-1	meeu001
corpus\meeu003.txt	0	meeu003
corpus\meeu006.txt	47	meeu006
corpus\meeu023.txt	0	meeu023
corpus\meeu030.txt	0	meeu030
corpus\meie002.txt	-1	meie002
corpus\meih001.txt	1	meih001
corpus\meij003.txt	2	meij003
corpus\meij004.txt	21	meij004
corpus\meij013.txt	-1	meij013
corpus\meij017.txt	46	meij017
corpus\meij019.txt	20	meij019
corpus\meij022.txt	4	meij022
corpus\meij030.txt	0	meij030
corpus\meij031.txt	2	meij031
corpus\meij033.txt	44	meij033
corpus\meij045.txt	1	meij045
corpus\meij046.txt	-1	meij046
corpus\meij047.txt	1	meij047
corpus\meij049.txt	-1	meij049
corpus\meij054.txt	-1	meij054
corpus\meij055.txt	-1	meij055
corpus\meij079.txt	0	meij079
corpus\meij085.txt	38	meij085
corpus\meij194.txt	-1	meij194
corpus\meij195.txt	29	meij195
corpus\meij211.txt	2	meij211
corpus\meil003.txt	1	meil003
corpus\mein010.txt	-1	mein010
corpus\mein013.txt	2	mein013
corpus\mein017.txt	-1	mein017
corpus\meir001.txt	15	meir001
corpus\meis012.txt	0	meis012
corpus\mei_004.txt	-1	mei_004
corpus\mela002.txt	0	mela002
corpus\meli004.txt	0	meli004
corpus\meli008.txt	0	meli008
corpus\meli013.txt	31	meli013
corpus\mell003.txt	0	mell003
corpus\mell010.txt	1	mell010
corpus\mell013.txt	-1	mell013
corpus\mels003.txt	8	mels003
corpus\memb001.txt	0	memb001
corpus\mena012.txt	-1	mena012
corpus\menc003.txt	0	menc003
corpus\mend001.txt	0	mend001
corpus\mend004.txt	-1	mend004
corpus\mend005.txt	-1	mend005
corpus\mend016.txt	0	mend016
corpus\meng002.txt	1	meng002
corpus\meng003.txt	26	meng003
corpus\meng008.txt	4	meng008
corpus\meng009.txt	0	meng009
corpus\menk002.txt	0	menk002
corpus\menn014.txt	16	menn014
corpus\mens005.txt	-1	mens005
corpus\mens007.txt	0	mens007
corpus\mens011.txt	1	mens011
corpus\merc003.txt	3	merc003
corpus\merc004.txt	-1	merc004
corpus\merc007.txt	0	merc007
corpus\merc011.txt	-1	merc011
corpus\merc032.txt	0	merc032
corpus\mere001.txt	1	mere001
corpus\mere014.txt	4	mere014
corpus\mere022.txt	4	mere022
corpus\merl001.txt	19	merl001
corpus\merl003.txt	31	merl003
corpus\merl019.txt	0	merl019
corpus\merl025.txt	6	merl025
corpus\mero001.txt	0	mero001
corpus\mert001.txt	-1	mert001
corpus\mert026.txt	20	mert026
corpus\mert028.txt	0	mert028
corpus\mert038.txt	-1	mert038
corpus\mert042.txt	30	mert042
corpus\mert044.txt	-1	mert044
corpus\mert054.txt	0	mert054
corpus\mert063.txt	0	mert063
corpus\mesl001.txt	3	mesl001
corpus\meso002.txt	30	meso002
corpus\mess002.txt	3	mess002
corpus\mess009.txt	2	mess009
corpus\mest001.txt	-1	mest001
corpus\mest003.txt	0	mest003
corpus\meth009.txt	10	meth009
corpus\metz001.txt	0	metz001
corpus\metz015.txt	11	metz015
corpus\meul002.txt	0	meul002
corpus\meul009.txt	-1	meul009
corpus\meul011.txt	47	meul011
corpus\meul012.txt	-1	meul012
corpus\meul013.txt	-1	meul013
corpus\meul018.txt	-1	meul018
corpus\meul031.txt	-1	meul031
corpus\meul032.txt	-1	meul032
corpus\meul090.txt	-1	meul090
corpus\meul091.txt	2	meul091
corpus\meul129.txt	1	meul129
corpus\meul135.txt	0	meul135
corpus\meul136.txt	23	meul136
corpus\meur003.txt	0	meur003
corpus\meur055.txt	0	meur055
corpus\meyb001.txt	-1	meyb001
corpus\meyb002.txt	15	meyb002
corpus\meye007.txt	2	meye007
corpus\meye012.txt	-1	meye012
corpus\meye020.txt	-1	meye020
corpus\meye026.txt	4	meye026
corpus\meye068.txt	6	meye068
corpus\meye070.txt	15	meye070
corpus\meye071.txt	30	meye071
corpus\meye083.txt	0	meye083
corpus\meyi001.txt	0	meyi001
corpus\meyl001.txt	0	meyl001
corpus\meyl002.txt	0	meyl002
corpus\meyr002.txt	-1	meyr002
corpus\mey_003.txt	-1	mey_003
corpus\mey_026.txt	2	mey_026
corpus\mich001.txt	3	mich001
corpus\mich002.txt	0	mich002
corpus\mich005.txt	0	mich005
corpus\mich007.txt	0	mich007
corpus\mich011.txt	32	mich011
corpus\mich013.txt	0	mich013
corpus\mich015.txt	0	mich015
corpus\mich080.txt	0	mich080
corpus\mich103.txt	10	mich103
corpus\mich121.txt	0	mich121
corpus\midd001.txt	1	midd001
corpus\midd002.txt	0	midd002
corpus\midd005.txt	0	midd005
corpus\midd052.txt	2	midd052
corpus\mied001.txt	0	mied001
corpus\mied005.txt	1	mied005
corpus\mied006.txt	-1	mied006
corpus\mier004.txt	8	mier004
corpus\mier015.txt	-1	mier015
corpus\mier034.txt	8	mier034
corpus\mijn001.txt	-1	mijn001
corpus\mili005.txt	-1	mili005
corpus\mili006.txt	4	mili006
corpus\mill003.txt	4	mill003
corpus\milo003.txt	0	milo003
corpus\milt001.txt	29	milt001
corpus\mimo001.txt	-1	mimo001
corpus\minc001.txt	0	minc001
corpus\mind002.txt	2	mind002
corpus\mind009.txt	-1	mind009
corpus\mind011.txt	0	mind011
corpus\mini001.txt	-1	mini001
corpus\minn001.txt	0	minn001
corpus\minn004.txt	8	minn004
corpus\minn023.txt	16	minn023
corpus\mint004.txt	1	mint004
corpus\min_001.txt	0	min_001
corpus\miqu001.txt	4	miqu001
corpus\misk001.txt	-1	misk001
corpus\miss003.txt	21	miss003
corpus\miss004.txt	-1	miss004
corpus\miss006.txt	52	miss006
corpus\modd003.txt	-1	modd003
corpus\modd013.txt	16	modd013
corpus\moel003.txt	0	moel003
corpus\moen007.txt	0	moen007
corpus\moen010.txt	16	moen010
corpus\moen033.txt	0	moen033
corpus\moer002.txt	0	moer002
corpus\moer003.txt	-1	moer003
corpus\moer004.txt	3	moer004
corpus\moer007.txt	-1	moer007
corpus\moer010.txt	0	moer010
corpus\moer020.txt	1	moer020
corpus\moer058.txt	-1	moer058
corpus\moes001.txt	0	moes001
corpus\moes003.txt	1	moes003
corpus\moey001.txt	0	moey001
corpus\moey002.txt	1	moey002
corpus\mohr003.txt	1	mohr003
corpus\moke002.txt	23	moke002
corpus\mok_002.txt	0	mok_002
corpus\mok_003.txt	3	mok_003
corpus\mok_005.txt	1	mok_005
corpus\mole002.txt	-1	mole002
corpus\mole004.txt	1	mole004
corpus\mole005.txt	0	mole005
corpus\mole006.txt	2	mole006
corpus\mole012.txt	0	mole012
corpus\mole015.txt	-1	mole015
corpus\mole017.txt	5	mole017
corpus\mole019.txt	0	mole019
corpus\mole020.txt	-1	mole020
corpus\mole044.txt	-1	mole044
corpus\mole045.txt	20	mole045
corpus\molh002.txt	-1	molh002
corpus\molh003.txt	-1	molh003
corpus\molk001.txt	-1	molk001
corpus\molk004.txt	9	molk004
corpus\moll002.txt	2	moll002
corpus\moll007.txt	3	moll007
corpus\moll056.txt	0	moll056
corpus\moll058.txt	-1	moll058
corpus\moll066.txt	0	moll066
corpus\mols003.txt	0	mols003
corpus\molt001.txt	28	molt001
corpus\molt004.txt	-1	molt004
corpus\molt009.txt	0	molt009
corpus\mol_002.txt	3	mol_002
corpus\momv001.txt	2	momv001
corpus\monc002.txt	1	monc002
corpus\mond006.txt	-1	mond006
corpus\mond016.txt	0	mond016
corpus\mond020.txt	0	mond020
corpus\monn002.txt	17	monn002
corpus\monn003.txt	1	monn003
corpus\mons003.txt	-1	mons003
corpus\mons017.txt	2	mons017
corpus\mons020.txt	0	mons020
corpus\mont003.txt	0	mont003
corpus\mont025.txt	7	mont025
corpus\mont110.txt	2	mont110
corpus\mont135.txt	-1	mont135
corpus\mooi001.txt	-1	mooi001
corpus\mooi002.txt	13	mooi002
corpus\mooi003.txt	-1	mooi003
corpus\mooi005.txt	11	mooi005
corpus\mooi008.txt	33	mooi008
corpus\mool004.txt	0	mool004
corpus\moon023.txt	0	moon023
corpus\moor003.txt	0	moor003
corpus\moor005.txt	0	moor005
corpus\moor018.txt	-1	moor018
corpus\moor026.txt	1	moor026
corpus\moor027.txt	1	moor027
corpus\moor028.txt	1	moor028
corpus\moor067.txt	-1	moor067
corpus\moor098.txt	0	moor098
corpus\moor103.txt	0	moor103
corpus\mooy001.txt	17	mooy001
corpus\morc003.txt	3	morc003
corpus\more005.txt	0	more005
corpus\more010.txt	0	more010
corpus\more012.txt	0	more012
corpus\more049.txt	2	more049
corpus\more050.txt	-1	more050
corpus\mori005.txt	-1	mori005
corpus\mori023.txt	-1	mori023
corpus\morl001.txt	42	morl001
corpus\morl005.txt	-1	morl005
corpus\morp003.txt	4	morp003
corpus\morr001.txt	0	morr001
corpus\morr005.txt	-1	morr005
corpus\mors005.txt	-1	mors005
corpus\mort001.txt	-1	mort001
corpus\mort002.txt	0	mort002
corpus\mort004.txt	-1	mort004
corpus\mosh001.txt	1	mosh001
corpus\mosm001.txt	1	mosm001
corpus\moss005.txt	2	moss005
corpus\most021.txt	-1	most021
corpus\moul001.txt	0	moul001
corpus\mour003.txt	0	mour003
corpus\mour005.txt	27	mour005
corpus\mour007.txt	4	mour007
corpus\mout001.txt	20	mout001
corpus\mout006.txt	0	mout006
corpus\mouw001.txt	0	mouw001
corpus\muck001.txt	16	muck001
corpus\mudd005.txt	26	mudd005
corpus\muel001.txt	1	muel001
corpus\muer002.txt	-1	muer002
corpus\muij005.txt	-1	muij005
corpus\muld007.txt	0	muld007
corpus\muld011.txt	0	muld011
corpus\muld014.txt	-1	muld014
corpus\muld022.txt	-1	muld022
corpus\muld024.txt	1	muld024
corpus\muld027.txt	0	muld027
corpus\muld028.txt	-1	muld028
corpus\muld030.txt	-1	muld030
corpus\muld051.txt	0	muld051
corpus\muld064.txt	0	muld064
corpus\muld100.txt	0	muld100
corpus\muld110.txt	0	muld110
corpus\muld111.txt	-1	muld111
corpus\muli002.txt	0	muli002
corpus\mulj001.txt	2	mulj001
corpus\mull007.txt	0	mull007
corpus\mull008.txt	-1	mull008
corpus\mull010.txt	-1	mull010
corpus\mull011.txt	-1	mull011
corpus\mull012.txt	-1	mull012
corpus\mull020.txt	-1	mull020
corpus\mull024.txt	-1	mull024
corpus\mull025.txt	-1	mull025
corpus\mull032.txt	1	mull032
corpus\mull034.txt	4	mull034
corpus\mull041.txt	0	mull041
corpus\mull042.txt	2	mull042
corpus\mull064.txt	-1	mull064
corpus\mull071.txt	2	mull071
corpus\mull072.txt	4	mull072
corpus\muls001.txt	0	muls001
corpus\mult002.txt	-1	mult002
corpus\munn005.txt	4	munn005
corpus\munn021.txt	-1	munn021
corpus\munn040.txt	-1	munn040
corpus\munt020.txt	0	munt020
corpus\munt021.txt	0	munt021
corpus\munt025.txt	-1	munt025
corpus\munt027.txt	2	munt027
corpus\muri001.txt	-1	muri001
corpus\murr007.txt	0	murr007
corpus\murr008.txt	-1	murr008
corpus\muss001.txt	0	muss001
corpus\muss002.txt	-1	muss002
corpus\muss013.txt	0	muss013
corpus\muts001.txt	0	muts001
corpus\muus001.txt	0	muus001
corpus\muyl003.txt	-1	muyl003
corpus\mysj001.txt	2	mysj001
corpus\naai002.txt	2	naai002
corpus\naam003.txt	-1	naam003
corpus\naar001.txt	2	naar001
corpus\naas001.txt	0	naas001
corpus\nabe002.txt	-1	nabe002
corpus\nabe003.txt	2	nabe003
corpus\nabe004.txt	21	nabe004
corpus\nach001.txt	-1	nach001
corpus\nach012.txt	-1	nach012
corpus\naef002.txt	0	naef002
corpus\naer012.txt	9	naer012
corpus\nage027.txt	0	nage027
corpus\naho001.txt	0	naho001
corpus\naip001.txt	-1	naip001
corpus\naka002.txt	0	naka002
corpus\nalk001.txt	0	nalk001
corpus\nap_005.txt	0	nap_005
corpus\nara001.txt	0	nara001
corpus\nass001.txt	-1	nass001
corpus\nath001.txt	0	nath001
corpus\natu001.txt	0	natu001
corpus\naut007.txt	1	naut007
corpus\naut008.txt	10	naut008
corpus\naut009.txt	-1	naut009
corpus\naut020.txt	10	naut020
corpus\nauw003.txt	-1	nauw003
corpus\nave009.txt	0	nave009
corpus\neef008.txt	0	neef008
corpus\neef022.txt	-1	neef022
corpus\neet001.txt	0	neet001
corpus\nehl001.txt	2	nehl001
corpus\nele005.txt	0	nele005
corpus\nelk001.txt	10	nelk001
corpus\nell001.txt	-1	nell001
corpus\nepv001.txt	0	nepv001
corpus\neru004.txt	0	neru004
corpus\nerv003.txt	0	nerv003
corpus\nes_002.txt	1	nes_002
corpus\nets002.txt	-1	nets002
corpus\neub002.txt	34	neub002
corpus\neud001.txt	-1	neud001
corpus\newm001.txt	-1	newm001
corpus\newt002.txt	4	newt002
corpus\ne__001.txt	0	ne__001
corpus\nico008.txt	0	nico008
corpus\nico014.txt	18	nico014
corpus\nico018.txt	9	nico018
corpus\nieh004.txt	2	nieh004
corpus\niek001.txt	3	niek001
corpus\niel013.txt	19	niel013
corpus\niem003.txt	0	niem003
corpus\niem006.txt	1	niem006
corpus\niem012.txt	-1	niem012
corpus\niem013.txt	0	niem013
corpus\nien001.txt	1	nien001
corpus\nien002.txt	0	nien002
corpus\nien005.txt	1	nien005
corpus\nien006.txt	24	nien006
corpus\nien012.txt	-1	nien012
corpus\nier001.txt	-1	nier001
corpus\nier008.txt	-1	nier008
corpus\nier010.txt	2	nier010
corpus\nier013.txt	-1	nier013
corpus\nier025.txt	43	nier025
corpus\nier027.txt	-1	nier027
corpus\nies005.txt	0	nies005
corpus\nieu005.txt	3	nieu005
corpus\nieu012.txt	0	nieu012
corpus\nieu018.txt	-1	nieu018
corpus\nieu023.txt	3	nieu023
corpus\nieu036.txt	1	nieu036
corpus\nieu047.txt	0	nieu047
corpus\nieu052.txt	-1	nieu052
corpus\nieu055.txt	0	nieu055
corpus\nieu133.txt	23	nieu133
corpus\nieu134.txt	4	nieu134
corpus\nieu162.txt	5	nieu162
corpus\niev001.txt	0	niev001
corpus\nije002.txt	0	nije002
corpus\nijh002.txt	0	nijh002
corpus\nijh004.txt	0	nijh004
corpus\nijh005.txt	2	nijh005
corpus\nijh025.txt	0	nijh025
