filename	topic	identifier
corpus\brod003.txt	11	brod003
corpus\broe002.txt	-1	broe002
corpus\broe004.txt	-1	broe004
corpus\broe006.txt	-1	broe006
corpus\broe007.txt	0	broe007
corpus\broe010.txt	1	broe010
corpus\broe012.txt	3	broe012
corpus\broe017.txt	49	broe017
corpus\broe023.txt	0	broe023
corpus\broe061.txt	7	broe061
corpus\broe062.txt	-1	broe062
corpus\broe064.txt	24	broe064
corpus\broe067.txt	-1	broe067
corpus\broe070.txt	3	broe070
corpus\broe071.txt	-1	broe071
corpus\broe130.txt	-1	broe130
corpus\broe168.txt	0	broe168
corpus\broe182.txt	-1	broe182
corpus\broe183.txt	-1	broe183
corpus\broe264.txt	0	broe264
corpus\brok002.txt	45	brok002
corpus\brom001.txt	2	brom001
corpus\brom002.txt	31	brom002
corpus\brom003.txt	1	brom003
corpus\brom006.txt	1	brom006
corpus\brom011.txt	-1	brom011
corpus\bron013.txt	-1	bron013
corpus\bron015.txt	1	bron015
corpus\bron016.txt	-1	bron016
corpus\bron070.txt	10	bron070
corpus\bron097.txt	-1	bron097
corpus\brou009.txt	2	brou009
corpus\brou013.txt	1	brou013
corpus\brou016.txt	0	brou016
corpus\brou021.txt	-1	brou021
corpus\brou033.txt	0	brou033
corpus\brou035.txt	27	brou035
corpus\brou050.txt	33	brou050
corpus\brou116.txt	-1	brou116
corpus\brou178.txt	-1	brou178
corpus\brou186.txt	0	brou186
corpus\brow024.txt	39	brow024
corpus\bruc017.txt	0	bruc017
corpus\brud002.txt	15	brud002
corpus\brug004.txt	0	brug004
corpus\brug007.txt	0	brug007
corpus\brug008.txt	0	brug008
corpus\brug012.txt	-1	brug012
corpus\brug014.txt	0	brug014
corpus\brug015.txt	26	brug015
corpus\brug019.txt	2	brug019
corpus\brug027.txt	-1	brug027
corpus\brug033.txt	1	brug033
corpus\brug034.txt	-1	brug034
corpus\brug035.txt	-1	brug035
corpus\brug039.txt	2	brug039
corpus\brug069.txt	30	brug069
corpus\brug099.txt	0	brug099
corpus\brui005.txt	1	brui005
corpus\brui007.txt	28	brui007
corpus\brui009.txt	0	brui009
corpus\brui039.txt	-1	brui039
corpus\brui041.txt	10	brui041
corpus\brui043.txt	-1	brui043
corpus\brui044.txt	-1	brui044
corpus\brui046.txt	-1	brui046
corpus\brui099.txt	6	brui099
corpus\brui112.txt	22	brui112
corpus\brui129.txt	-1	brui129
corpus\brui148.txt	6	brui148
corpus\brui156.txt	2	brui156
corpus\brui157.txt	-1	brui157
corpus\brul001.txt	0	brul001
corpus\brul002.txt	10	brul002
corpus\brul004.txt	0	brul004
corpus\brum003.txt	1	brum003
corpus\brum016.txt	-1	brum016
corpus\brun005.txt	0	brun005
corpus\brun007.txt	-1	brun007
corpus\brun008.txt	2	brun008
corpus\brun009.txt	0	brun009
corpus\brun012.txt	0	brun012
corpus\brun020.txt	30	brun020
corpus\brun024.txt	-1	brun024
corpus\brun087.txt	22	brun087
corpus\brus002.txt	-1	brus002
corpus\brut001.txt	2	brut001
corpus\brut007.txt	36	brut007
corpus\bruy003.txt	0	bruy003
corpus\bruy006.txt	0	bruy006
corpus\bruy008.txt	2	bruy008
corpus\bruy019.txt	0	bruy019
corpus\bruy021.txt	0	bruy021
corpus\bruy028.txt	1	bruy028
corpus\bruy030.txt	0	bruy030
corpus\bruy067.txt	-1	bruy067
corpus\bruy074.txt	1	bruy074
corpus\bruy076.txt	0	bruy076
corpus\bruy094.txt	-1	bruy094
corpus\bruy115.txt	-1	bruy115
corpus\buch001.txt	0	buch001
corpus\buch005.txt	-1	buch005
corpus\buck003.txt	-1	buck003
corpus\buck007.txt	-1	buck007
corpus\buck009.txt	23	buck009
corpus\buck014.txt	-1	buck014
corpus\budd001.txt	0	budd001
corpus\budd003.txt	0	budd003
corpus\bude001.txt	0	bude001
corpus\buel003.txt	-1	buel003
corpus\buer006.txt	5	buer006
corpus\buff007.txt	0	buff007
corpus\buij001.txt	-1	buij001
corpus\buij007.txt	-1	buij007
corpus\buis002.txt	1	buis002
corpus\buis005.txt	-1	buis005
corpus\buis006.txt	-1	buis006
corpus\buis007.txt	1	buis007
corpus\buit001.txt	-1	buit001
corpus\buit003.txt	3	buit003
corpus\buit006.txt	2	buit006
corpus\bukd001.txt	-1	bukd001
corpus\bulc003.txt	3	bulc003
corpus\bulh001.txt	16	bulh001
corpus\bulh002.txt	-1	bulh002
corpus\bull001.txt	0	bull001
corpus\bult003.txt	-1	bult003
corpus\bult007.txt	0	bult007
corpus\bult008.txt	0	bult008
corpus\buma003.txt	3	buma003
corpus\buma006.txt	0	buma006
corpus\buni005.txt	-1	buni005
corpus\burg010.txt	-1	burg010
corpus\burg011.txt	0	burg011
corpus\burg015.txt	0	burg015
corpus\burg024.txt	-1	burg024
corpus\burg026.txt	-1	burg026
corpus\burg058.txt	-1	burg058
corpus\burg065.txt	-1	burg065
corpus\burg085.txt	-1	burg085
corpus\burg086.txt	4	burg086
corpus\burg091.txt	0	burg091
corpus\burg122.txt	0	burg122
corpus\burg132.txt	0	burg132
corpus\burg133.txt	0	burg133
corpus\buri002.txt	-1	buri002
corpus\burs002.txt	2	burs002
corpus\busk001.txt	-1	busk001
corpus\busk002.txt	0	busk002
corpus\busk003.txt	13	busk003
corpus\busk005.txt	1	busk005
corpus\buss005.txt	35	buss005
corpus\buss013.txt	-1	buss013
corpus\buss014.txt	25	buss014
corpus\buul001.txt	-1	buul001
corpus\buur001.txt	2	buur001
corpus\buur002.txt	-1	buur002
corpus\buur004.txt	3	buur004
corpus\buwa003.txt	2	buwa003
corpus\buyl001.txt	0	buyl001
corpus\buyl002.txt	0	buyl002
corpus\buys009.txt	0	buys009
corpus\buys013.txt	-1	buys013
corpus\buys017.txt	8	buys017
corpus\buys019.txt	0	buys019
corpus\buyt004.txt	2	buyt004
corpus\byva001.txt	-1	byva001
corpus\byva002.txt	40	byva002
corpus\caek001.txt	0	caek001
corpus\caen004.txt	-1	caen004
corpus\caey001.txt	0	caey001
corpus\cahe001.txt	-1	cahe001
corpus\cahn003.txt	0	cahn003
corpus\caig003.txt	-1	caig003
corpus\cail001.txt	0	cail001
corpus\cair001.txt	0	cair001
corpus\cala002.txt	48	cala002
corpus\calc003.txt	-1	calc003
corpus\cali001.txt	4	cali001
corpus\cali002.txt	-1	cali002
corpus\calk004.txt	1	calk004
corpus\calk015.txt	0	calk015
corpus\call015.txt	1	call015
corpus\call031.txt	0	call031
corpus\calm004.txt	0	calm004
corpus\calu002.txt	-1	calu002
corpus\came011.txt	-1	came011
corpus\cami001.txt	0	cami001
corpus\camm020.txt	9	camm020
corpus\camp006.txt	-1	camp006
corpus\camp014.txt	0	camp014
corpus\camp015.txt	0	camp015
corpus\camp016.txt	0	camp016
corpus\camp089.txt	0	camp089
corpus\cand003.txt	0	cand003
corpus\cann007.txt	1	cann007
corpus\cant002.txt	0	cant002
corpus\cant003.txt	29	cant003
corpus\cant030.txt	-1	cant030
corpus\cant031.txt	-1	cant031
corpus\capp006.txt	-1	capp006
corpus\capp019.txt	-1	capp019
corpus\carb001.txt	0	carb001
corpus\care001.txt	-1	care001
corpus\care002.txt	0	care002
corpus\carl019.txt	-1	carl019
corpus\carm002.txt	-1	carm002
corpus\carn002.txt	0	carn002
corpus\caro001.txt	3	caro001
corpus\caro023.txt	5	caro023
corpus\carr001.txt	10	carr001
corpus\cars002.txt	2	cars002
corpus\cart003.txt	-1	cart003
corpus\case001.txt	28	case001
corpus\casi001.txt	0	casi001
corpus\casi002.txt	-1	casi002
corpus\casi003.txt	-1	casi003
corpus\casp004.txt	1	casp004
corpus\casp012.txt	2	casp012
corpus\cass022.txt	2	cass022
corpus\cast056.txt	-1	cast056
corpus\cast079.txt	0	cast079
corpus\cate017.txt	17	cate017
corpus\cate018.txt	9	cate018
corpus\cati002.txt	0	cati002
corpus\catz002.txt	24	catz002
corpus\caut001.txt	-1	caut001
corpus\cauw004.txt	0	cauw004
corpus\cauw005.txt	6	cauw005
corpus\cauw022.txt	0	cauw022
corpus\cauw026.txt	24	cauw026
corpus\cauw032.txt	-1	cauw032
corpus\ceel002.txt	-1	ceel002
corpus\cela004.txt	0	cela004
corpus\cele002.txt	3	cele002
corpus\cell001.txt	-1	cell001
corpus\ceul001.txt	31	ceul001
corpus\ceul006.txt	-1	ceul006
corpus\chab009.txt	-1	chab009
corpus\cham009.txt	0	cham009
corpus\chan003.txt	-1	chan003
corpus\chap003.txt	0	chap003
corpus\char004.txt	0	char004
corpus\chei001.txt	0	chei001
corpus\chia001.txt	49	chia001
corpus\chit002.txt	0	chit002
corpus\chor002.txt	-1	chor002
corpus\chor006.txt	0	chor006
corpus\chri005.txt	0	chri005
corpus\citr001.txt	-1	citr001
corpus\citr002.txt	-1	citr002
corpus\citt001.txt	-1	citt001
corpus\clae003.txt	0	clae003
corpus\clae004.txt	0	clae004
corpus\clae005.txt	-1	clae005
corpus\clae006.txt	0	clae006
corpus\clae010.txt	-1	clae010
corpus\clae012.txt	0	clae012
corpus\clae027.txt	2	clae027
corpus\clar003.txt	-1	clar003
corpus\clau002.txt	0	clau002
corpus\clau005.txt	0	clau005
corpus\clau018.txt	30	clau018
corpus\clay002.txt	1	clay002
corpus\clee003.txt	2	clee003
corpus\clee021.txt	11	clee021
corpus\clee031.txt	0	clee031
corpus\clem002.txt	0	clem002
corpus\cler005.txt	-1	cler005
corpus\cler009.txt	5	cler009
corpus\cler012.txt	49	cler012
corpus\cler016.txt	0	cler016
corpus\cler020.txt	0	cler020
corpus\cler074.txt	0	cler074
corpus\clev003.txt	-1	clev003
corpus\clip001.txt	-1	clip001
corpus\cloe003.txt	1	cloe003
corpus\clos006.txt	15	clos006
corpus\cneu001.txt	0	cneu001
corpus\cnoo003.txt	1	cnoo003
corpus\cock001.txt	0	cock001
corpus\cock005.txt	1	cock005
corpus\cock013.txt	1	cock013
corpus\coct001.txt	2	coct001
corpus\coen006.txt	0	coen006
corpus\coen011.txt	-1	coen011
corpus\coen067.txt	-1	coen067
corpus\coen078.txt	2	coen078
corpus\coet001.txt	17	coet001
corpus\coet003.txt	24	coet003
corpus\cohe001.txt	3	cohe001
corpus\cohe004.txt	0	cohe004
corpus\cohe008.txt	2	cohe008
corpus\cohe010.txt	-1	cohe010
corpus\cohe011.txt	1	cohe011
corpus\cohe012.txt	-1	cohe012
corpus\cohe029.txt	4	cohe029
corpus\cohe032.txt	0	cohe032
corpus\coig002.txt	14	coig002
corpus\coil001.txt	0	coil001
corpus\coin003.txt	0	coin003
corpus\coin004.txt	43	coin004
corpus\cole002.txt	4	cole002
corpus\coli002.txt	1	coli002
corpus\coli003.txt	0	coli003
corpus\coli026.txt	19	coli026
corpus\coll001.txt	0	coll001
corpus\coll007.txt	-1	coll007
corpus\coll039.txt	0	coll039
corpus\coll060.txt	0	coll060
corpus\colm003.txt	-1	colm003
corpus\colm004.txt	1	colm004
corpus\cols004.txt	2	cols004
corpus\comb004.txt	10	comb004
corpus\comm023.txt	0	comm023
corpus\coni003.txt	0	coni003
corpus\conr006.txt	1	conr006
corpus\cons001.txt	4	cons001
corpus\cons002.txt	-1	cons002
corpus\cons004.txt	-1	cons004
corpus\cons027.txt	11	cons027
corpus\cons030.txt	4	cons030
corpus\cool003.txt	0	cool003
corpus\cool004.txt	0	cool004
corpus\cool011.txt	0	cool011
corpus\cool017.txt	2	cool017
corpus\coom002.txt	0	coom002
corpus\coom003.txt	0	coom003
corpus\coom013.txt	22	coom013
corpus\coop001.txt	2	coop001
corpus\coop005.txt	0	coop005
corpus\coor008.txt	-1	coor008
corpus\copp004.txt	0	copp004
corpus\copp011.txt	-1	copp011
corpus\copp022.txt	-1	copp022
corpus\copp038.txt	0	copp038
corpus\copp039.txt	43	copp039
corpus\corb001.txt	0	corb001
corpus\corb003.txt	-1	corb003
corpus\corb011.txt	2	corb011
corpus\cord002.txt	1	cord002
corpus\cord021.txt	0	cord021
corpus\corn008.txt	17	corn008
corpus\corn012.txt	27	corn012
corpus\corn014.txt	-1	corn014
corpus\corn015.txt	0	corn015
corpus\corn023.txt	0	corn023
corpus\corn024.txt	2	corn024
corpus\corn026.txt	3	corn026
corpus\corn028.txt	-1	corn028
corpus\corn031.txt	2	corn031
corpus\corn032.txt	2	corn032
corpus\corn033.txt	2	corn033
corpus\corn097.txt	8	corn097
corpus\coro001.txt	0	coro001
corpus\corr008.txt	2	corr008
corpus\cort002.txt	0	cort002
corpus\cort003.txt	6	cort003
corpus\cort004.txt	-1	cort004
corpus\cort030.txt	15	cort030
corpus\corv014.txt	0	corv014
corpus\cosi001.txt	-1	cosi001
corpus\cost002.txt	-1	cost002
corpus\cost006.txt	-1	cost006
corpus\cost023.txt	1	cost023
corpus\cost025.txt	-1	cost025
corpus\cost072.txt	0	cost072
corpus\cost073.txt	21	cost073
corpus\coul020.txt	5	coul020
corpus\coup001.txt	0	coup001
corpus\coup002.txt	2	coup002
corpus\coup005.txt	2	coup005
corpus\cour011.txt	-1	cour011
corpus\cour043.txt	-1	cour043
corpus\cous004.txt	2	cous004
corpus\cout003.txt	-1	cout003
corpus\cout010.txt	1	cout010
corpus\couv001.txt	3	couv001
corpus\couw002.txt	14	couw002
corpus\cove001.txt	0	cove001
corpus\cove005.txt	0	cove005
corpus\cowa001.txt	-1	cowa001
corpus\cox_005.txt	0	cox_005
corpus\craa001.txt	1	craa001
corpus\crac009.txt	2	crac009
corpus\crae003.txt	0	crae003
corpus\crae010.txt	0	crae010
corpus\crae038.txt	0	crae038
corpus\cram002.txt	0	cram002
corpus\cram005.txt	0	cram005
corpus\cram006.txt	-1	cram006
corpus\cram011.txt	1	cram011
corpus\cram012.txt	1	cram012
corpus\cran003.txt	0	cran003
corpus\cras002.txt	0	cras002
corpus\creb001.txt	0	creb001
corpus\cree001.txt	0	cree001
corpus\crem003.txt	0	crem003
corpus\crem004.txt	1	crem004
corpus\cren003.txt	6	cren003
corpus\crev001.txt	-1	crev001
corpus\crey006.txt	0	crey006
corpus\cric001.txt	0	cric001
corpus\croi001.txt	-1	croi001
corpus\croi018.txt	29	croi018
corpus\croi026.txt	0	croi026
corpus\crom012.txt	8	crom012
corpus\cron002.txt	2	cron002
corpus\croo001.txt	0	croo001
corpus\croo004.txt	0	croo004
corpus\croo005.txt	-1	croo005
corpus\crou006.txt	-1	crou006
corpus\crus002.txt	0	crus002
corpus\cruy028.txt	0	cruy028
corpus\cump001.txt	-1	cump001
corpus\cupp001.txt	35	cupp001
corpus\cupp003.txt	4	cupp003
corpus\cuyp007.txt	-1	cuyp007
corpus\cuyp043.txt	-1	cuyp043
corpus\czec002.txt	0	czec002
corpus\daal003.txt	1	daal003
corpus\daal005.txt	-1	daal005
corpus\daal008.txt	0	daal008
corpus\daal009.txt	0	daal009
corpus\daan001.txt	1	daan001
corpus\daas001.txt	-1	daas001
corpus\dabr002.txt	-1	dabr002
corpus\dabr003.txt	0	dabr003
corpus\dael001.txt	30	dael001
corpus\dael034.txt	6	dael034
corpus\daem001.txt	45	daem001
corpus\daem003.txt	3	daem003
corpus\daen002.txt	0	daen002
corpus\daen006.txt	-1	daen006
corpus\daen012.txt	7	daen012
corpus\dahl002.txt	2	dahl002
corpus\dais001.txt	3	dais001
corpus\dale014.txt	1	dale014
corpus\dale016.txt	7	dale016
corpus\dalf004.txt	0	dalf004
corpus\dama001.txt	-1	dama001
corpus\damb001.txt	1	damb001
corpus\dame016.txt	2	dame016
corpus\damh001.txt	-1	damh001
corpus\dams005.txt	14	dams005
corpus\dams007.txt	-1	dams007
corpus\dams008.txt	1	dams008
corpus\dams009.txt	0	dams009
corpus\dam_001.txt	4	dam_001
corpus\dam_018.txt	29	dam_018
corpus\dam_020.txt	5	dam_020
corpus\dam_021.txt	4	dam_021
corpus\dani001.txt	-1	dani001
corpus\dani003.txt	1	dani003
corpus\dann007.txt	33	dann007
corpus\dans002.txt	0	dans002
corpus\dant001.txt	0	dant001
corpus\dant005.txt	-1	dant005
corpus\dant011.txt	0	dant011
corpus\darg002.txt	6	darg002
corpus\dasb002.txt	-1	dasb002
corpus\das_002.txt	0	das_002
corpus\das_013.txt	18	das_013
corpus\date001.txt	-1	date001
corpus\datt001.txt	-1	datt001
corpus\daud001.txt	-1	daud001
corpus\daut001.txt	34	daut001
corpus\davi026.txt	-1	davi026
corpus\davi027.txt	2	davi027
corpus\davi031.txt	-1	davi031
corpus\davi044.txt	0	davi044
corpus\davi046.txt	10	davi046
corpus\deak001.txt	0	deak001
corpus\deba001.txt	15	deba001
corpus\debl001.txt	-1	debl001
corpus\debr001.txt	0	debr001
corpus\debr003.txt	-1	debr003
corpus\debr009.txt	5	debr009
corpus\debr010.txt	0	debr010
corpus\deck039.txt	-1	deck039
corpus\deck040.txt	0	deck040
corpus\deck045.txt	-1	deck045
corpus\decl001.txt	0	decl001
corpus\decl006.txt	43	decl006
corpus\decl009.txt	2	decl009
corpus\deco002.txt	0	deco002
corpus\decr003.txt	0	decr003
corpus\dede005.txt	4	dede005
corpus\dedi001.txt	0	dedi001
corpus\dedi002.txt	0	dedi002
corpus\deel001.txt	0	deel001
corpus\deel002.txt	0	deel002
corpus\deen005.txt	0	deen005
corpus\dees001.txt	-1	dees001
corpus\defl002.txt	-1	defl002
corpus\defr001.txt	0	defr001
corpus\dege013.txt	-1	dege013
corpus\degr001.txt	0	degr001
corpus\deib001.txt	24	deib001
corpus\deke009.txt	42	deke009
corpus\dekk004.txt	-1	dekk004
corpus\dekk007.txt	0	dekk007
corpus\dekk014.txt	-1	dekk014
corpus\dekk018.txt	-1	dekk018
corpus\dekk019.txt	1	dekk019
corpus\dekk020.txt	0	dekk020
corpus\dekk021.txt	-1	dekk021
corpus\dekk025.txt	47	dekk025
corpus\dekk051.txt	0	dekk051
corpus\dela043.txt	16	dela043
corpus\delb003.txt	0	delb003
corpus\deld004.txt	0	deld004
corpus\deld005.txt	0	deld005
corpus\deld015.txt	10	deld015
corpus\dele002.txt	14	dele002
corpus\dele004.txt	0	dele004
corpus\dele007.txt	0	dele007
corpus\dele008.txt	-1	dele008
corpus\delf006.txt	5	delf006
corpus\delf007.txt	1	delf007
corpus\delf034.txt	0	delf034
corpus\delf043.txt	0	delf043
corpus\delh004.txt	2	delh004
corpus\delh007.txt	-1	delh007
corpus\dell004.txt	-1	dell004
corpus\delo002.txt	0	delo002
corpus\delp004.txt	0	delp004
corpus\dels003.txt	2	dels003
corpus\dels005.txt	-1	dels005
corpus\delw002.txt	-1	delw002
corpus\dema008.txt	0	dema008
corpus\dema016.txt	0	dema016
corpus\deme001.txt	-1	deme001
corpus\deme003.txt	0	deme003
corpus\deme024.txt	-1	deme024
corpus\deme031.txt	0	deme031
corpus\demm003.txt	10	demm003
corpus\demo004.txt	-1	demo004
corpus\dend001.txt	0	dend001
corpus\deni002.txt	-1	deni002
corpus\denn005.txt	0	denn005
corpus\deno001.txt	0	deno001
corpus\dens002.txt	-1	dens002
corpus\depe001.txt	0	depe001
corpus\depr004.txt	1	depr004
corpus\depr006.txt	36	depr006
corpus\derk001.txt	0	derk001
corpus\derk006.txt	-1	derk006
corpus\derk008.txt	6	derk008
corpus\derk009.txt	-1	derk009
corpus\derl001.txt	0	derl001
corpus\derm001.txt	0	derm001
corpus\desc001.txt	-1	desc001
corpus\desc002.txt	0	desc002
corpus\desc021.txt	-1	desc021
corpus\desi004.txt	0	desi004
corpus\dess001.txt	0	dess001
corpus\desw001.txt	2	desw001
corpus\deth002.txt	0	deth002
corpus\deug001.txt	-1	deug001
corpus\deur002.txt	45	deur002
corpus\deur011.txt	38	deur011
corpus\deve002.txt	-1	deve002
corpus\deve003.txt	-1	deve003
corpus\deve004.txt	-1	deve004
corpus\deve005.txt	-1	deve005
corpus\deve006.txt	4	deve006
corpus\deve031.txt	0	deve031
corpus\devo010.txt	2	devo010
corpus\devo011.txt	42	devo011
corpus\devo016.txt	22	devo016
corpus\devr011.txt	38	devr011
corpus\dewa002.txt	0	dewa002
corpus\dewa013.txt	5	dewa013
corpus\dewi001.txt	0	dewi001
corpus\dewu001.txt	0	dewu001
corpus\deyc005.txt	4	deyc005
corpus\deyn010.txt	-1	deyn010
corpus\deys001.txt	1	deys001
corpus\dhae003.txt	0	dhae003
corpus\dhae004.txt	0	dhae004
corpus\dhae005.txt	0	dhae005
corpus\dhan001.txt	-1	dhan001
corpus\dhan002.txt	0	dhan002
corpus\dhan003.txt	22	dhan003
corpus\dhon001.txt	0	dhon001
corpus\dhon011.txt	-1	dhon011
corpus\diam001.txt	8	diam001
corpus\dibb001.txt	14	dibb001
corpus\dibo001.txt	-1	dibo001
corpus\died009.txt	0	died009
corpus\diel002.txt	0	diel002
corpus\diel003.txt	2	diel003
corpus\diel004.txt	-1	diel004
corpus\dier002.txt	0	dier002
corpus\dier010.txt	1	dier010
corpus\dier033.txt	15	dier033
corpus\diet013.txt	43	diet013
corpus\diev001.txt	-1	diev001
corpus\dife001.txt	1	dife001
corpus\dijc032.txt	3	dijc032
corpus\dijk001.txt	-1	dijk001
corpus\dijk002.txt	29	dijk002
corpus\dijk005.txt	0	dijk005
corpus\dijk009.txt	0	dijk009
corpus\dijk011.txt	3	dijk011
corpus\dijk012.txt	2	dijk012
corpus\dijk017.txt	-1	dijk017
corpus\dijk022.txt	0	dijk022
corpus\dijk027.txt	8	dijk027
corpus\dijk038.txt	28	dijk038
corpus\dijk040.txt	1	dijk040
corpus\dijk044.txt	0	dijk044
corpus\dijk069.txt	0	dijk069
corpus\dijk080.txt	20	dijk080
corpus\dijk095.txt	-1	dijk095
corpus\dijk103.txt	22	dijk103
corpus\dijk162.txt	0	dijk162
corpus\dijk203.txt	0	dijk203
corpus\dijs003.txt	0	dijs003
corpus\dik_001.txt	2	dik_001
corpus\dill003.txt	47	dill003
corpus\dill013.txt	-1	dill013
corpus\dina001.txt	-1	dina001
corpus\ding014.txt	8	ding014
corpus\dint003.txt	0	dint003
corpus\diot001.txt	-1	diot001
corpus\dipp002.txt	8	dipp002
corpus\dip_001.txt	4	dip_001
corpus\diri003.txt	13	diri003
corpus\diri005.txt	0	diri005
corpus\dirk050.txt	1	dirk050
corpus\diss006.txt	-1	diss006
corpus\dist003.txt	0	dist003
corpus\dis_001.txt	-1	dis_001
corpus\dis_002.txt	29	dis_002
corpus\ditt004.txt	-1	ditt004
corpus\ditt005.txt	19	ditt005
corpus\ditt008.txt	0	ditt008
corpus\dobb018.txt	8	dobb018
corpus\dobr001.txt	-1	dobr001
corpus\doed003.txt	1	doed003
corpus\doed004.txt	-1	doed004
corpus\doef001.txt	0	doef001
corpus\doel004.txt	0	doel004
corpus\does015.txt	7	does015
corpus\does017.txt	-1	does017
corpus\doev006.txt	0	doev006
corpus\dogg001.txt	40	dogg001
corpus\dojc001.txt	0	dojc001
corpus\dokk001.txt	-1	dokk001
corpus\dolk002.txt	-1	dolk002
corpus\domb002.txt	42	domb002
corpus\domi001.txt	-1	domi001
corpus\domm010.txt	-1	domm010
corpus\domm015.txt	-1	domm015
corpus\domp001.txt	-1	domp001
corpus\donc001.txt	-1	donc001
corpus\donc004.txt	0	donc004
corpus\donc026.txt	-1	donc026
corpus\dond002.txt	-1	dond002
corpus\dond003.txt	0	dond003
corpus\dond007.txt	22	dond007
corpus\dong001.txt	-1	dong001
corpus\dong004.txt	0	dong004
corpus\dong031.txt	0	dong031
corpus\donh001.txt	0	donh001
corpus\doni019.txt	0	doni019
corpus\doni020.txt	-1	doni020
corpus\donk004.txt	-1	donk004
corpus\donk005.txt	-1	donk005
corpus\donk007.txt	0	donk007
corpus\donk009.txt	-1	donk009
corpus\donk037.txt	0	donk037
corpus\donk039.txt	7	donk039
corpus\donk049.txt	-1	donk049
corpus\donn001.txt	0	donn001
corpus\don_002.txt	2	don_002
corpus\dood001.txt	2	dood001
corpus\dood006.txt	-1	dood006
corpus\dooi004.txt	-1	dooi004
corpus\dool001.txt	0	dool001
corpus\dool006.txt	-1	dool006
corpus\door001.txt	-1	door001
corpus\door005.txt	26	door005
